customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2137,Male,0,Yes,Yes,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,0,No
2138,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
2139,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2140,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,No,Creditcard(automatic),1,1,Yes
2141,Male,0,Yes,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Electroniccheck,0,0,No
2142,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Oneyear,No,Mailedcheck,1,1,No
2143,Male,1,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Twoyear,No,Electroniccheck,1,1,No
2144,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailedcheck,1,0,No
2145,Male,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,No,Electroniccheck,1,1,No
2146,Female,0,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2147,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Electroniccheck,0,1,No
2148,Male,0,No,Yes,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,0,No
2149,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,No
2150,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2151,Male,0,No,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,1,No
2152,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
2153,Female,0,Yes,No,1,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
2154,Female,0,No,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
2155,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2156,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,Yes,Month-to-month,No,Electroniccheck,1,0,Yes
2157,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
2158,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
2159,Female,0,No,No,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
2160,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2161,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2162,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Creditcard(automatic),1,1,No
2163,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2164,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,Yes,Yes,Yes,Yes,Yes,No,Twoyear,Yes,Creditcard(automatic),1,1,No
2165,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
2166,Female,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Oneyear,Yes,Electroniccheck,1,1,No
2167,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2168,Male,1,Yes,No,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,Yes
2169,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,Mailedcheck,1,1,No
2170,Female,0,No,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Oneyear,Yes,Electroniccheck,1,1,No
2171,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electroniccheck,1,0,No
2172,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Creditcard(automatic),1,0,No
2173,Male,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,No,Electroniccheck,1,0,No
2174,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
2175,Female,0,No,No,1,Yes,No,Fiberoptic,No,No,No,Yes,Yes,No,Month-to-month,No,Electroniccheck,1,1,Yes
2176,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
2177,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,No,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
2178,Male,0,Yes,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
2179,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Electroniccheck,0,0,No
2180,Male,1,Yes,No,1,Yes,No,Fiberoptic,No,Yes,Yes,Yes,No,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
2181,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2182,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
2183,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Creditcard(automatic),1,0,No
2184,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
2185,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,1,Yes
2186,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
2187,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Electroniccheck,1,1,No
2188,Female,0,No,No,1,No,Nophoneservice,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electroniccheck,1,1,No
2189,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Banktransfer(automatic),0,1,No
2190,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
2191,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
2192,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2193,Male,0,No,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Mailedcheck,0,1,No
2194,Male,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2195,Female,0,Yes,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
2196,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,No,Mailedcheck,0,1,No
2197,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electroniccheck,1,1,No
2198,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Oneyear,Yes,Mailedcheck,1,1,No
2199,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
2200,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Oneyear,No,Electroniccheck,1,1,No
2201,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Oneyear,No,Banktransfer(automatic),1,1,No
2202,Male,1,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,Yes
2203,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2204,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,Yes
2205,Male,1,No,No,1,Yes,No,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Electroniccheck,1,1,No
2206,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
2207,Female,0,Yes,No,0,Yes,No,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
2208,Female,1,Yes,No,0,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
2209,Male,0,Yes,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Month-to-month,Yes,Banktransfer(automatic),0,0,No
2210,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,No,Electroniccheck,1,1,No
2211,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Oneyear,Yes,Mailedcheck,1,1,No
2212,Male,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,0,No
2213,Female,0,Yes,Yes,0,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,0,No
2214,Female,0,No,No,0,Yes,No,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2215,Female,0,Yes,No,1,No,Nophoneservice,DSL,Yes,No,Yes,Yes,No,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2216,Female,1,No,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,No
2217,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
2218,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
2219,Male,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,No,Electroniccheck,1,1,No
2220,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2221,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Twoyear,No,Creditcard(automatic),1,1,No
2222,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
2223,Female,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2224,Male,1,Yes,No,0,Yes,No,Fiberoptic,No,Yes,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
2225,Male,0,No,No,1,No,Nophoneservice,DSL,No,Yes,No,No,Yes,No,Oneyear,Yes,Electroniccheck,1,1,No
2226,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,No,Yes,No,No,Twoyear,No,Mailedcheck,1,1,No
2227,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,Yes,Electroniccheck,0,1,No
2228,Female,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,No,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2229,Male,0,Yes,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,0,No
2230,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,1,No
2231,Male,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,1,Yes
2232,Male,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
2233,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailedcheck,1,1,No
2234,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Twoyear,No,Mailedcheck,1,1,No
2235,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Oneyear,Yes,Creditcard(automatic),1,1,No
2236,Male,1,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,1,No
2237,Male,0,Yes,Yes,1,No,Nophoneservice,DSL,No,Yes,Yes,No,No,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2238,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,No
2239,Female,0,Yes,Yes,1,No,Nophoneservice,DSL,Yes,No,No,Yes,No,No,Twoyear,No,Creditcard(automatic),1,1,No
2240,Female,1,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
2241,Female,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
2242,Male,0,Yes,Yes,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Electroniccheck,0,1,No
2243,Female,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2244,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Oneyear,Yes,Mailedcheck,1,1,Yes
2245,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
2246,Female,0,Yes,Yes,0,Yes,Yes,Fiberoptic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,0,Yes
2247,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Creditcard(automatic),0,1,No
2248,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Banktransfer(automatic),1,1,No
2249,Female,0,No,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailedcheck,1,1,No
2250,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,0,No
2251,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2252,Female,0,Yes,Yes,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Banktransfer(automatic),0,1,No
2253,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Twoyear,No,Banktransfer(automatic),1,1,No
2254,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,No,No,Twoyear,Yes,Banktransfer(automatic),1,1,No
2255,Female,0,No,Yes,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailedcheck,1,0,No
2256,Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Oneyear,No,Creditcard(automatic),1,1,No
2257,Female,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Oneyear,No,Creditcard(automatic),1,1,No
2258,Male,0,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Oneyear,No,Mailedcheck,1,1,No
2259,Female,0,No,No,0,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,No,Mailedcheck,0,0,No
2260,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,Yes,Yes,No,No,Month-to-month,No,Creditcard(automatic),1,0,Yes
2261,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Creditcard(automatic),1,1,No
2262,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2263,Female,0,No,No,0,Yes,No,Fiberoptic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
2264,Male,0,No,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2265,Male,0,No,No,0,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailedcheck,1,1,Yes
2266,Male,1,Yes,No,1,Yes,No,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
2267,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Creditcard(automatic),1,1,No
2268,Female,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Banktransfer(automatic),0,1,No
2269,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,No,Mailedcheck,1,0,Yes
2270,Female,1,No,No,0,Yes,No,Fiberoptic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2271,Female,1,No,No,1,Yes,No,Fiberoptic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2272,Male,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
2273,Male,0,Yes,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Creditcard(automatic),0,1,No
2274,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2275,Male,0,Yes,Yes,0,Yes,Yes,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2276,Female,1,Yes,No,1,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electroniccheck,1,1,No
2277,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2278,Female,1,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
2279,Male,1,No,No,1,Yes,Yes,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Twoyear,Yes,Creditcard(automatic),0,1,No
2280,Female,1,No,No,0,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
2281,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,Yes
2282,Male,1,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,Yes
2283,Male,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Mailedcheck,1,0,Yes
2284,Male,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailedcheck,1,0,No
2285,Male,0,Yes,No,1,Yes,Yes,Fiberoptic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electroniccheck,1,1,Yes
2286,Male,1,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Creditcard(automatic),1,1,No
2287,Male,1,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,Yes
2288,Female,0,No,No,0,Yes,No,Fiberoptic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailedcheck,1,1,No
2289,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Twoyear,No,Mailedcheck,1,1,No
2290,Female,0,Yes,No,0,No,Nophoneservice,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,Yes
2291,Female,0,No,No,0,Yes,Yes,Fiberoptic,No,No,No,No,Yes,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2292,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Creditcard(automatic),1,1,No
2293,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Twoyear,No,Banktransfer(automatic),1,1,No
2294,Male,0,No,No,0,Yes,Yes,Fiberoptic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,Yes
2295,Male,0,No,No,0,No,Nophoneservice,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,0,0,Yes
2296,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electroniccheck,1,0,No
2297,Female,0,Yes,No,1,Yes,Yes,Fiberoptic,No,Yes,Yes,Yes,Yes,Yes,Oneyear,No,Electroniccheck,1,1,Yes
2298,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,No,No,No,Twoyear,Yes,Creditcard(automatic),1,1,No
2299,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Twoyear,No,Creditcard(automatic),1,1,No
2300,Female,0,Yes,Yes,1,Yes,Yes,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,Yes
2301,Female,0,Yes,No,0,Yes,Yes,Fiberoptic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2302,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Mailedcheck,1,1,No
2303,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,Yes
2304,Male,0,Yes,No,1,Yes,No,Fiberoptic,Yes,Yes,No,No,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2305,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Banktransfer(automatic),1,1,No
2306,Female,0,No,No,0,Yes,No,Fiberoptic,No,No,No,No,No,No,Month-to-month,Yes,Electroniccheck,1,0,No
2307,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Oneyear,Yes,Mailedcheck,1,1,No
2308,Male,0,Yes,Yes,1,Yes,No,Fiberoptic,Yes,Yes,Yes,No,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
2309,Male,0,No,No,1,Yes,Yes,Fiberoptic,No,No,No,Yes,Yes,No,Twoyear,Yes,Creditcard(automatic),1,1,No
2310,Male,0,No,No,1,No,Nophoneservice,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2311,Female,1,Yes,Yes,1,Yes,No,Fiberoptic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electroniccheck,1,1,No
2312,Male,0,No,No,1,Yes,No,No,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Nointernetservice,Oneyear,No,Mailedcheck,0,1,No
2313,Male,0,Yes,Yes,1,Yes,Yes,Fiberoptic,No,No,Yes,Yes,Yes,Yes,Oneyear,Yes,Creditcard(automatic),1,1,No
2314,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Twoyear,Yes,Banktransfer(automatic),1,1,No
2315,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Oneyear,Yes,Banktransfer(automatic),1,1,No
